Date;Workout Name;Exercise Name;Set Order;Weight;Weight Unit;Reps;RPE;Distance;Distance Unit;Seconds;Notes;Workout Notes;Workout Duration
2022-05-16 19:00:00;"Monday 16 May 2022";"Running (Treadmill)";1;;;;;0.40;;0;"";"";2h
2022-05-16 19:00:00;"Monday 16 May 2022";"Running (Treadmill)";2;;;;;0.80;;0;;;2h
2022-05-16 19:00:00;"Monday 16 May 2022";"Running (Treadmill)";3;;;;;0.40;;0;;;2h
2022-05-16 19:00:00;"Monday 16 May 2022";"Chin Up (Assisted)";1;10;kg;10;;;;0;"";;2h
2022-05-16 19:00:00;"Monday 16 May 2022";"Chin Up (Assisted)";2;20;kg;10;;;;0;;;2h
2022-05-16 19:00:00;"Monday 16 May 2022";"Bent Over One Arm Row (Dumbbell)";1;10;kg;20;;;;0;"";;2h
2022-05-16 19:00:00;"Monday 16 May 2022";"Bent Over One Arm Row (Dumbbell)";2;10;kg;20;;;;0;;;2h
2022-05-16 19:00:00;"Monday 16 May 2022";"Bent Over One Arm Row (Dumbbell)";3;12.5;kg;20;;;;0;;;2h
2022-05-16 19:00:00;"Monday 16 May 2022";"Bent Over One Arm Row (Dumbbell)";4;12.5;kg;20;;;;0;;;2h
2022-05-16 19:00:00;"Monday 16 May 2022";"Bent Over One Arm Row (Dumbbell)";5;15;kg;13;;;;0;;;2h
2022-05-16 19:00:00;"Monday 16 May 2022";"Bent Over One Arm Row (Dumbbell)";6;15;kg;13;;;;0;;;2h
2022-05-16 19:00:00;"Monday 16 May 2022";"T Bar Row";1;10;kg;15;;;;0;"";;2h
2022-05-16 19:00:00;"Monday 16 May 2022";"T Bar Row";2;10;kg;15;;;;0;;;2h
2022-05-16 19:00:00;"Monday 16 May 2022";"T Bar Row";3;20;kg;10;;;;0;;;2h
2022-05-16 19:00:00;"Monday 16 May 2022";"T Bar Row";4;15;kg;12;;;;0;;;2h
2022-05-16 19:00:00;"Monday 16 May 2022";"Lat pulldown - Close Grip (Cable)";1;35;kg;25;;;;0;"";;2h
2022-05-16 19:00:00;"Monday 16 May 2022";"Lat pulldown - Close Grip (Cable)";2;45;kg;20;;;;0;;;2h
2022-05-16 19:00:00;"Monday 16 May 2022";"Lat pulldown - Close Grip (Cable)";3;50;kg;15;;;;0;;;2h
2022-05-16 19:00:00;"Monday 16 May 2022";"Lat pulldown - Close Grip (Cable)";4;50;kg;15;;;;0;;;2h
2022-05-16 19:00:00;"Monday 16 May 2022";"Seated Row (Cable)";1;35;kg;20;;;;0;"";;2h
2022-05-16 19:00:00;"Monday 16 May 2022";"Seated Row (Cable)";2;45;kg;20;;;;0;;;2h
2022-05-16 19:00:00;"Monday 16 May 2022";"Seated Row (Cable)";3;45;kg;5;;;;0;;;2h
2022-05-16 19:00:00;"Monday 16 May 2022";"Seated Row (Cable)";4;50;kg;20;;;;0;;;2h
2022-05-16 19:00:00;"Monday 16 May 2022";"Seated Row (Cable)";5;50;kg;10;;;;0;;;2h
2022-05-16 19:00:00;"Monday 16 May 2022";"Deadlift (Barbell)";1;30;kg;10;;;;0;"";;2h
2022-05-16 19:00:00;"Monday 16 May 2022";"Deadlift (Barbell)";2;40;kg;6;;;;0;;;2h
2022-05-16 19:00:00;"Monday 16 May 2022";"Deadlift (Barbell)";3;30;kg;10;;;;0;;;2h
2022-05-16 19:00:00;"Monday 16 May 2022";"Deadlift (Barbell)";4;30;kg;8;;;;0;;;2h
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Running (Treadmill)";1;;;;;0.40;;0;"";"";1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Running (Treadmill)";2;;;;;0.80;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Running (Treadmill)";3;;;;;0.50;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Overhead Press (Barbell)";1;0;kg;12;;;;0;"";;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Overhead Press (Barbell)";2;5;kg;12;;;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Overhead Press (Barbell)";3;10;kg;12;;;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Overhead Press (Barbell)";4;15;kg;5;;;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Overhead Press (Barbell)";5;10;kg;10;;;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Overhead Press (Barbell)";6;15;kg;7;;;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Overhead Press (Barbell)";7;10;kg;10;;;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Overhead Press (Barbell)";8;20;kg;7;;;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Front Raise (Dumbbell)";1;10;kg;10;;;;0;"";;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Front Raise (Dumbbell)";2;12.5;kg;5;;;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Front Raise (Dumbbell)";3;10;kg;10;;;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Front Raise (Dumbbell)";4;12.5;kg;5;;;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Front Raise (Dumbbell)";5;10;kg;10;;;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Front Raise (Dumbbell)";6;12.5;kg;5;;;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Front Raise (Dumbbell)";7;10;kg;10;;;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Front Raise (Dumbbell)";8;12.5;kg;5;;;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Face Pull (Cable)";1;20;kg;15;;;;0;"";;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Face Pull (Cable)";2;25;kg;15;;;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Face Pull (Cable)";3;25;kg;15;;;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Face Pull (Cable)";4;30;kg;11;;;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Face Pull (Cable)";5;25;kg;20;;;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Upright Row (Dumbbell)";1;15;kg;20;;;;0;"";;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Upright Row (Dumbbell)";2;20;kg;10;;;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Upright Row (Dumbbell)";3;20;kg;11;;;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Upright Row (Dumbbell)";4;15;kg;20;;;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Upright Row (Dumbbell)";5;20;kg;10;;;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Lateral Raise (Dumbbell)";1;7.5;kg;8;;;;0;"";;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Lateral Raise (Dumbbell)";2;5;kg;10;;;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Lateral Raise (Dumbbell)";3;7.5;kg;8;;;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Lateral Raise (Dumbbell)";4;5;kg;10;;;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Lateral Raise (Dumbbell)";5;5;kg;10;;;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Overhead Press (Dumbbell)";1;10;kg;10;;;;0;"";;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Overhead Press (Dumbbell)";2;12.5;kg;10;;;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Overhead Press (Dumbbell)";3;12.5;kg;10;;;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Overhead Press (Dumbbell)";4;12.5;kg;8;;;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Overhead Press (Dumbbell)";5;10;kg;5;;;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Shrug (Dumbbell)";1;10;kg;11;;;;0;"";;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Shrug (Dumbbell)";2;12.5;kg;11;;;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Shrug (Dumbbell)";3;12.5;kg;11;;;;0;;;1h 45m
2022-05-17 18:52:20;"Tuesday 17 May 2022";"Shrug (Dumbbell)";4;10;kg;10;;;;0;;;1h 45m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Running (Treadmill)";1;;;;;0.40;;0;"";"";16h 50m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Running (Treadmill)";2;;;;;0.80;;0;;;16h 50m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Running (Treadmill)";3;;;;;0.60;;0;;;16h 50m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Bench Press (Dumbbell)";1;10;kg;10;;;;0;"";;16h 50m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Bench Press (Dumbbell)";2;12.5;kg;10;;;;0;;;16h 50m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Bench Press (Dumbbell)";3;15;kg;10;;;;0;;;16h 50m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Bench Press (Dumbbell)";4;15;kg;10;;;;0;;;16h 50m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Incline Bench Press (Dumbbell)";1;10;kg;10;;;;0;"";;16h 50m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Incline Bench Press (Dumbbell)";2;12.5;kg;10;;;;0;;;16h 50m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Incline Bench Press (Dumbbell)";3;15;kg;8;;;;0;;;16h 50m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Incline Bench Press (Dumbbell)";4;15;kg;8;;;;0;;;16h 50m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Decline Bench Press (Dumbbell)";1;10;kg;10;;;;0;"";;16h 50m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Decline Bench Press (Dumbbell)";2;12.5;kg;10;;;;0;;;16h 50m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Decline Bench Press (Dumbbell)";3;12.5;kg;10;;;;0;;;16h 50m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Decline Bench Press (Dumbbell)";4;15;kg;8;;;;0;;;16h 50m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Chest Fly";1;20;kg;15;;;;0;"";;16h 50m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Chest Fly";2;25;kg;11;;;;0;;;16h 50m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Chest Fly";3;30;kg;5;;;;0;;;16h 50m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Chest Fly";4;25;kg;8;;;;0;;;16h 50m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Chest Fly";5;30;kg;5;;;;0;;;16h 50m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Chest Fly";6;25;kg;6;;;;0;;;16h 50m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Chest Fly";7;25;kg;20;;;;0;;;16h 50m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Cable Crossover";1;15;kg;10;;;;0;"";;16h 50m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Cable Crossover";2;20;kg;10;;;;0;;;16h 50m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Cable Crossover";3;20;kg;8;;;;0;;;16h 50m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Cable Crossover";4;15;kg;5;;;;0;;;16h 50m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Cable Crossover";5;20;kg;8;;;;0;;;16h 50m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Cable Crossover";6;15;kg;5;;;;0;;;16h 50m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Bench Press (Barbell)";1;5;kg;10;;;;0;"";;16h 50m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Bench Press (Barbell)";2;5;kg;10;;;;0;;;16h 50m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Bench Press (Barbell)";3;5;kg;10;;;;0;;;16h 50m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Bench Press (Barbell)";4;5;kg;10;;;;0;;;16h 50m
2022-05-18 19:05:15;"Wednesday 18 May 2022";"Bench Press (Barbell)";5;5;kg;10;;;;0;;;16h 50m
2022-05-23 22:57:27;"Monday 23 May 2022";"Running (Treadmill)";1;;;;;0.40;;0;"";"";8m
2022-05-23 22:57:27;"Monday 23 May 2022";"Running (Treadmill)";2;;;;;0.80;;0;;;8m
2022-05-23 22:57:27;"Monday 23 May 2022";"Running (Treadmill)";3;;;;;0.40;;0;;;8m
2022-05-23 22:57:27;"Monday 23 May 2022";"Chin Up (Assisted)";1;10;kg;10;;;;0;"";;8m
2022-05-23 22:57:27;"Monday 23 May 2022";"Chin Up (Assisted)";2;20;kg;10;;;;0;;;8m
2022-05-23 22:57:27;"Monday 23 May 2022";"Chin Up (Assisted)";3;30;kg;10;;;;0;;;8m
2022-05-23 22:57:27;"Monday 23 May 2022";"Bent Over One Arm Row (Dumbbell)";1;12.5;kg;16;;;;0;"";;8m
2022-05-23 22:57:27;"Monday 23 May 2022";"Bent Over One Arm Row (Dumbbell)";2;15;kg;10;;;;0;;;8m
2022-05-23 22:57:27;"Monday 23 May 2022";"Bent Over One Arm Row (Dumbbell)";3;17.5;kg;10;;;;0;;;8m
2022-05-23 22:57:27;"Monday 23 May 2022";"Bent Over One Arm Row (Dumbbell)";4;20;kg;10;;;;0;;;8m
2022-05-23 22:57:27;"Monday 23 May 2022";"T Bar Row";1;10;kg;15;;;;0;"";;8m
2022-05-23 22:57:27;"Monday 23 May 2022";"T Bar Row";2;15;kg;10;;;;0;;;8m
2022-05-23 22:57:27;"Monday 23 May 2022";"T Bar Row";3;25;kg;10;;;;0;;;8m
2022-05-23 22:57:27;"Monday 23 May 2022";"T Bar Row";4;30;kg;10;;;;0;;;8m
2022-05-23 22:57:27;"Monday 23 May 2022";"Seated Row (Cable)";1;35;kg;20;;;;0;"";;8m
2022-05-23 22:57:27;"Monday 23 May 2022";"Seated Row (Cable)";2;45;kg;20;;;;0;;;8m
2022-05-23 22:57:27;"Monday 23 May 2022";"Seated Row (Cable)";3;45;kg;5;;;;0;;;8m
2022-05-23 22:57:27;"Monday 23 May 2022";"Seated Row (Cable)";4;50;kg;20;;;;0;;;8m
2022-05-23 22:57:27;"Monday 23 May 2022";"Seated Row (Cable)";5;50;kg;10;;;;0;;;8m
2022-05-23 22:57:27;"Monday 23 May 2022";"Deadlift (Barbell)";1;30;kg;10;;;;0;"";;8m
2022-05-23 22:57:27;"Monday 23 May 2022";"Deadlift (Barbell)";2;50;kg;10;;;;0;;;8m
2022-05-23 22:57:27;"Monday 23 May 2022";"Deadlift (Barbell)";3;60;kg;10;;;;0;;;8m
2022-05-23 22:57:27;"Monday 23 May 2022";"Lat Pulldown (Machine)";1;35;kg;10;;;;0;"";;8m
2022-05-23 22:57:27;"Monday 23 May 2022";"Lat Pulldown (Machine)";2;40;kg;10;;;;0;;;8m
2022-05-23 22:57:27;"Monday 23 May 2022";"Lat Pulldown (Machine)";3;45;kg;10;;;;0;;;8m
2022-05-23 22:57:27;"Monday 23 May 2022";"Lat Pulldown (Machine)";4;50;kg;10;;;;0;;;8m
2022-05-23 22:57:27;"Monday 23 May 2022";"Lat pulldown - Close Grip (Cable)";1;35;kg;10;;;;0;"";;8m
2022-05-23 22:57:27;"Monday 23 May 2022";"Lat pulldown - Close Grip (Cable)";2;45;kg;10;;;;0;;;8m
2022-05-23 22:57:27;"Monday 23 May 2022";"Lat pulldown - Close Grip (Cable)";3;55;kg;10;;;;0;;;8m
2022-05-23 22:57:27;"Monday 23 May 2022";"Lat pulldown - Close Grip (Cable)";4;60;kg;10;;;;0;;;8m
2022-06-21 19:25:13;"Tuesday 21 Jun 2022 - Chest";"Chest Fly";1;25;kg;10;;;;0;"";"";1h 13m
2022-06-21 19:25:13;"Tuesday 21 Jun 2022 - Chest";"Chest Fly";2;30;kg;10;;;;0;;;1h 13m
2022-06-21 19:25:13;"Tuesday 21 Jun 2022 - Chest";"Chest Fly";3;35;kg;10;;;;0;;;1h 13m
2022-06-21 19:25:13;"Tuesday 21 Jun 2022 - Chest";"Chest Fly";4;40;kg;10;;;;0;;;1h 13m
2022-06-21 19:25:13;"Tuesday 21 Jun 2022 - Chest";"Bench Press (Barbell)";1;7.5;kg;10;;;;0;"";;1h 13m
2022-06-21 19:25:13;"Tuesday 21 Jun 2022 - Chest";"Bench Press (Barbell)";2;10;kg;10;;;;0;;;1h 13m
2022-06-21 19:25:13;"Tuesday 21 Jun 2022 - Chest";"Bench Press (Barbell)";3;12.5;kg;5;;;;0;;;1h 13m
2022-06-21 19:25:13;"Tuesday 21 Jun 2022 - Chest";"Bench Press (Barbell)";4;12.5;kg;7;;;;0;;;1h 13m
2022-06-21 19:25:13;"Tuesday 21 Jun 2022 - Chest";"Incline Bench Press (Barbell)";1;5;kg;10;;;;0;"";;1h 13m
2022-06-21 19:25:13;"Tuesday 21 Jun 2022 - Chest";"Incline Bench Press (Barbell)";2;7.5;kg;7;;;;0;;;1h 13m
2022-06-21 19:25:13;"Tuesday 21 Jun 2022 - Chest";"Incline Bench Press (Barbell)";3;7.5;kg;5;;;;0;;;1h 13m
2022-06-21 19:25:13;"Tuesday 21 Jun 2022 - Chest";"Incline Bench Press (Barbell)";4;7.5;kg;5;;;;0;;;1h 13m
2022-06-21 19:25:13;"Tuesday 21 Jun 2022 - Chest";"Decline Bench Press (Barbell)";1;5;kg;10;;;;0;"";;1h 13m
2022-06-21 19:25:13;"Tuesday 21 Jun 2022 - Chest";"Decline Bench Press (Barbell)";2;7.5;kg;10;;;;0;;;1h 13m
2022-06-21 19:25:13;"Tuesday 21 Jun 2022 - Chest";"Decline Bench Press (Barbell)";3;7.5;kg;5;;;;0;;;1h 13m
2022-06-21 19:25:13;"Tuesday 21 Jun 2022 - Chest";"Chest Fly (Dumbbell)";1;5;kg;10;;;;0;"";;1h 13m
2022-06-21 19:25:13;"Tuesday 21 Jun 2022 - Chest";"Chest Fly (Dumbbell)";2;5;kg;10;;;;0;;;1h 13m
2022-06-21 19:25:13;"Tuesday 21 Jun 2022 - Chest";"Chest Fly (Dumbbell)";3;5;kg;10;;;;0;;;1h 13m
2022-06-21 19:25:13;"Tuesday 21 Jun 2022 - Chest";"Chest Fly (Dumbbell)";4;5;kg;10;;;;0;;;1h 13m
2022-06-21 19:25:13;"Tuesday 21 Jun 2022 - Chest";"Chest Fly (Dumbbell)";5;5;kg;10;;;;0;;;1h 13m
2022-06-21 19:25:13;"Tuesday 21 Jun 2022 - Chest";"Cable Crossover";1;10;kg;10;;;;0;"";;1h 13m
2022-06-21 19:25:13;"Tuesday 21 Jun 2022 - Chest";"Cable Crossover";2;15;kg;10;;;;0;;;1h 13m
2022-06-21 19:25:13;"Tuesday 21 Jun 2022 - Chest";"Cable Crossover";3;20;kg;6;;;;0;;;1h 13m
2022-06-21 19:25:13;"Tuesday 21 Jun 2022 - Chest";"Cable Crossover";4;15;kg;10;;;;0;;;1h 13m
2022-06-21 19:25:13;"Tuesday 21 Jun 2022 - Chest";"Running (Treadmill)";1;;;;;0.40;;0;"";;1h 13m
2022-06-21 19:25:13;"Tuesday 21 Jun 2022 - Chest";"Running (Treadmill)";2;;;;;0.80;;0;;;1h 13m
2022-06-21 19:25:13;"Tuesday 21 Jun 2022 - Chest";"Running (Treadmill)";3;;;;;0.40;;0;;;1h 13m
2022-06-21 19:25:13;"Tuesday 21 Jun 2022 - Chest";"Crunch";1;;;10;;;;0;"";;1h 13m
2022-06-21 19:25:13;"Tuesday 21 Jun 2022 - Chest";"Crunch";2;;;10;;;;0;;;1h 13m
2022-06-21 19:25:13;"Tuesday 21 Jun 2022 - Chest";"Crunch";3;;;10;;;;0;;;1h 13m
2022-06-22 20:34:32;"Wednesday 22 Jun 2022 -  Shoulders";"Shoulder Press (Machine)";1;10;kg;10;;;;0;"";"";1h 3m
2022-06-22 20:34:32;"Wednesday 22 Jun 2022 -  Shoulders";"Shoulder Press (Machine)";2;15;kg;7;;;;0;;;1h 3m
2022-06-22 20:34:32;"Wednesday 22 Jun 2022 -  Shoulders";"Shoulder Press (Machine)";3;20;kg;5;;;;0;;;1h 3m
2022-06-22 20:34:32;"Wednesday 22 Jun 2022 -  Shoulders";"Shoulder Press (Machine)";4;20;kg;3;;;;0;;;1h 3m
2022-06-22 20:34:32;"Wednesday 22 Jun 2022 -  Shoulders";"Shoulder Press (Machine)";5;15;kg;5;;;;0;;;1h 3m
2022-06-22 20:34:32;"Wednesday 22 Jun 2022 -  Shoulders";"Shoulder Press (Machine)";6;10;kg;7;;;;0;;;1h 3m
2022-06-22 20:34:32;"Wednesday 22 Jun 2022 -  Shoulders";"Upright Row (Dumbbell)";1;15;kg;10;;;;0;"";;1h 3m
2022-06-22 20:34:32;"Wednesday 22 Jun 2022 -  Shoulders";"Upright Row (Dumbbell)";2;30;kg;10;;;;0;;;1h 3m
2022-06-22 20:34:32;"Wednesday 22 Jun 2022 -  Shoulders";"Upright Row (Dumbbell)";3;35;kg;10;;;;0;;;1h 3m
2022-06-22 20:34:32;"Wednesday 22 Jun 2022 -  Shoulders";"Upright Row (Dumbbell)";4;40;kg;10;;;;0;;;1h 3m
2022-06-22 20:34:32;"Wednesday 22 Jun 2022 -  Shoulders";"Face Pull (Cable)";1;25;kg;15;;;;0;"";;1h 3m
2022-06-22 20:34:32;"Wednesday 22 Jun 2022 -  Shoulders";"Face Pull (Cable)";2;30;kg;15;;;;0;;;1h 3m
2022-06-22 20:34:32;"Wednesday 22 Jun 2022 -  Shoulders";"Face Pull (Cable)";3;35;kg;15;;;;0;;;1h 3m
2022-06-22 20:34:32;"Wednesday 22 Jun 2022 -  Shoulders";"Face Pull (Cable)";4;40;kg;7;;;;0;;;1h 3m
2022-06-22 20:34:32;"Wednesday 22 Jun 2022 -  Shoulders";"Face Pull (Cable)";5;35;kg;10;;;;0;;;1h 3m
2022-06-22 20:34:32;"Wednesday 22 Jun 2022 -  Shoulders";"Front Raise (Dumbbell)";1;7.5;kg;10;;;;0;"";;1h 3m
2022-06-22 20:34:32;"Wednesday 22 Jun 2022 -  Shoulders";"Front Raise (Dumbbell)";2;10;kg;10;;;;0;;;1h 3m
2022-06-22 20:34:32;"Wednesday 22 Jun 2022 -  Shoulders";"Front Raise (Dumbbell)";3;12.5;kg;10;;;;0;;;1h 3m
2022-06-22 20:34:32;"Wednesday 22 Jun 2022 -  Shoulders";"Front Raise (Dumbbell)";4;10;kg;10;;;;0;;;1h 3m
2022-06-22 20:34:32;"Wednesday 22 Jun 2022 -  Shoulders";"Shrug (Dumbbell)";1;20;kg;10;;;;0;"";;1h 3m
2022-06-22 20:34:32;"Wednesday 22 Jun 2022 -  Shoulders";"Shrug (Dumbbell)";2;25;kg;10;;;;0;;;1h 3m
2022-06-22 20:34:32;"Wednesday 22 Jun 2022 -  Shoulders";"Shrug (Dumbbell)";3;20;kg;10;;;;0;;;1h 3m
2022-06-22 20:34:32;"Wednesday 22 Jun 2022 -  Shoulders";"Shrug (Dumbbell)";4;25;kg;10;;;;0;;;1h 3m
2022-06-22 20:34:32;"Wednesday 22 Jun 2022 -  Shoulders";"Lateral Raise (Dumbbell)";1;7.5;kg;10;;;;0;"";;1h 3m
2022-06-22 20:34:32;"Wednesday 22 Jun 2022 -  Shoulders";"Lateral Raise (Dumbbell)";2;10;kg;10;;;;0;;;1h 3m
2022-06-22 20:34:32;"Wednesday 22 Jun 2022 -  Shoulders";"Lateral Raise (Dumbbell)";3;7.5;kg;10;;;;0;;;1h 3m
2022-06-22 20:34:32;"Wednesday 22 Jun 2022 -  Shoulders";"Lateral Raise (Dumbbell)";4;10;kg;10;;;;0;;;1h 3m
2022-06-22 20:34:32;"Wednesday 22 Jun 2022 -  Shoulders";"Lateral Raise (Dumbbell)";5;7.5;kg;10;;;;0;;;1h 3m
2022-06-22 20:34:32;"Wednesday 22 Jun 2022 -  Shoulders";"Face Pull (Cable)";1;35;kg;10;;;;0;"";;1h 3m
2022-06-22 20:34:32;"Wednesday 22 Jun 2022 -  Shoulders";"Face Pull (Cable)";2;35;kg;10;;;;0;;;1h 3m
2022-06-22 20:34:32;"Wednesday 22 Jun 2022 -  Shoulders";"Face Pull (Cable)";3;35;kg;10;;;;0;;;1h 3m
2022-06-23 19:36:49;"Evening Workout";"Squat (Bodyweight)";1;;;20;;;;0;"";"";1h 13m
2022-06-23 19:36:49;"Evening Workout";"Squat (Bodyweight)";2;;;20;;;;0;;;1h 13m
2022-06-23 19:36:49;"Evening Workout";"Squat (Bodyweight)";3;;;20;;;;0;;;1h 13m
2022-06-23 19:36:49;"Evening Workout";"Squat (Bodyweight)";4;;;20;;;;0;;;1h 13m
2022-06-23 19:36:49;"Evening Workout";"Squat (Bodyweight)";5;;;20;;;;0;;;1h 13m
2022-06-23 19:36:49;"Evening Workout";"Squat (Barbell)";1;20;kg;7;;;;0;"";;1h 13m
2022-06-23 19:36:49;"Evening Workout";"Squat (Barbell)";2;30;kg;7;;;;0;;;1h 13m
2022-06-23 19:36:49;"Evening Workout";"Squat (Barbell)";3;40;kg;5;;;;0;;;1h 13m
2022-06-23 19:36:49;"Evening Workout";"Squat (Dumbbell)";1;16;kg;10;;;;0;"";;1h 13m
2022-06-23 19:36:49;"Evening Workout";"Squat (Dumbbell)";2;25;kg;10;;;;0;;;1h 13m
2022-06-23 19:36:49;"Evening Workout";"Squat (Dumbbell)";3;30;kg;10;;;;0;;;1h 13m
2022-06-23 19:36:49;"Evening Workout";"Glute Ham Raise";1;20;kg;10;;;;0;"";;1h 13m
2022-06-23 19:36:49;"Evening Workout";"Glute Ham Raise";2;25;kg;10;;;;0;;;1h 13m
2022-06-23 19:36:49;"Evening Workout";"Glute Ham Raise";3;30;kg;10;;;;0;;;1h 13m
2022-06-23 19:36:49;"Evening Workout";"Glute Ham Raise";4;35;kg;7;;;;0;;;1h 13m
2022-06-23 19:36:49;"Evening Workout";"Glute Ham Raise";5;15;kg;10;;;;0;;;1h 13m
2022-06-23 19:36:49;"Evening Workout";"Leg Extension (Machine)";1;25;kg;10;;;;0;"";;1h 13m
2022-06-23 19:36:49;"Evening Workout";"Leg Extension (Machine)";2;30;kg;10;;;;0;;;1h 13m
2022-06-23 19:36:49;"Evening Workout";"Leg Extension (Machine)";3;35;kg;10;;;;0;;;1h 13m
2022-06-23 19:36:49;"Evening Workout";"Leg Extension (Machine)";4;40;kg;8;;;;0;;;1h 13m
2022-06-23 19:36:49;"Evening Workout";"Leg Extension (Machine)";5;35;kg;7;;;;0;;;1h 13m
2022-06-23 19:36:49;"Evening Workout";"Leg Press";1;50;kg;10;;;;0;"";;1h 13m
2022-06-23 19:36:49;"Evening Workout";"Leg Press";2;70;kg;10;;;;0;;;1h 13m
2022-06-23 19:36:49;"Evening Workout";"Leg Press";3;90;kg;7;;;;0;;;1h 13m
2022-06-23 19:36:49;"Evening Workout";"Leg Press";4;50;kg;10;;;;0;;;1h 13m
